Household ID,Date,Electricity Usage (kWh),Water Usage (Liters),Food Waste (kg),Carbon Footprint (kg CO₂),Location
3650,2023-07-14,5.33,130.1,1.51,7.82,Bangalore
3384,2023-02-19,16.73,262.7,0.41,15.88,Delhi
1809,2023-10-23,23.28,441.7,0.74,22.43,Delhi
9047,2023-04-07,16.44,101.8,1.25,17.3,Mumbai
6501,2023-05-07,6.29,499.3,1.77,9.2,Kolkata
7895,2023-09-03,22.25,444.2,1.31,22.65,Kolkata
2159,2023-03-28,21.06,226.7,1.89,22.73,Bangalore
8574,2023-03-18,22.04,163.9,1.87,23.58,Delhi
2531,2023-07-23,10.28,464.9,1.46,12.17,Chennai
6481,2023-05-26,24.89,105.4,0.63,23.66,Bangalore
8548,2023-05-29,16.98,206.3,1.4,18.08,Mumbai
5976,2023-04-21,18.41,87.8,0.47,17.51,Mumbai
6695,2023-05-09,18.65,479.1,0.73,18.24,Bangalore
9445,2023-09-10,12.17,327.9,1.54,14.03,Chennai
4548,2023-06-15,11.25,201.3,1.72,13.56,Delhi
7163,2023-10-24,5.12,174.0,0.89,6.39,Delhi
7671,2023-05-17,14.92,249.8,1.09,15.61,Chennai
6264,2023-10-06,17.13,91.1,0.83,17.08,Delhi
2231,2023-11-30,23.57,450.2,1.01,23.23,Kolkata
3423,2023-01-11,6.67,279.9,1.07,8.14,Kolkata
9071,2023-03-12,28.1,376.3,1.41,28.11,Chennai
5261,2023-06-08,11.6,155.2,1.53,13.5,Kolkata
3908,2023-08-04,14.17,276.7,1.95,16.65,Bangalore
5712,2023-01-26,6.21,145.0,0.93,7.45,Delhi
7755,2023-10-13,21.33,417.2,0.26,19.72,Bangalore
4883,2023-06-11,22.72,398.9,1.41,23.27,Chennai
4515,2023-04-12,28.22,116.7,1.05,27.5,Kolkata
4403,2023-03-10,13.42,83.5,1.7,15.48,Bangalore
5598,2023-05-13,11.43,420.9,0.38,11.05,Bangalore
6008,2023-07-08,23.15,99.3,1.33,23.5,Mumbai
7222,2023-07-30,22.67,296.8,0.97,22.34,Bangalore
5009,2023-08-31,28.43,290.5,0.9,27.39,Kolkata
3735,2023-06-15,10.13,141.3,1.17,11.46,Delhi
5491,2023-03-02,22.63,316.1,1.4,23.17,Delhi
9593,2023-12-28,6.67,276.2,1.72,9.44,Delhi
1974,2023-10-06,17.01,279.1,0.55,16.41,Kolkata
1223,2023-04-23,7.98,211.9,0.66,8.5,Delhi
5613,2023-01-30,21.33,427.3,1.14,21.48,Delhi
7777,2023-11-19,20.04,88.0,0.76,19.56,Chennai
9427,2023-06-10,6.22,247.4,1.18,7.96,Chennai
5211,2023-08-22,12.99,166.9,0.48,12.65,Mumbai
1225,2023-12-05,14.88,431.8,0.68,14.75,Mumbai
9183,2023-06-19,11.2,151.3,0.72,11.52,Bangalore
5277,2023-11-14,5.97,395.2,1.99,9.35,Bangalore
2341,2023-07-05,12.97,325.2,1.72,15.11,Bangalore
5036,2023-02-26,24.82,443.7,1.69,25.72,Mumbai
9401,2023-08-28,14.0,317.2,1.08,14.76,Delhi
4727,2023-09-14,13.08,300.4,0.99,13.75,Bangalore
4928,2023-12-24,28.54,410.5,0.23,26.15,Delhi
3803,2023-07-20,6.04,303.1,0.47,6.38,Delhi
7558,2023-11-21,24.18,430.0,1.8,25.36,Mumbai
1393,2023-11-11,17.08,72.2,1.1,17.57,Chennai
7839,2023-10-29,28.61,272.8,1.98,29.71,Chennai
9795,2023-04-16,14.84,415.7,1.22,15.8,Kolkata
1581,2023-10-17,22.7,431.8,0.82,22.07,Chennai
1132,2023-04-11,6.75,425.3,0.62,7.32,Bangalore
3838,2023-04-07,28.22,322.0,1.84,29.08,Mumbai
4385,2023-06-02,13.61,497.3,0.8,13.85,Delhi
4770,2023-01-29,18.1,131.6,0.38,17.05,Mumbai
3268,2023-06-02,8.46,128.5,0.63,8.87,Kolkata
1975,2023-03-14,28.64,64.8,1.33,28.44,Kolkata
8605,2023-09-11,21.82,495.2,0.35,20.34,Kolkata
8213,2023-01-04,6.35,206.6,0.27,6.26,Delhi
3835,2023-08-25,8.88,392.9,0.97,9.93,Kolkata
3738,2023-02-07,15.0,76.9,0.26,14.02,Kolkata
5134,2023-01-20,10.42,184.4,0.85,11.08,Kolkata
7833,2023-04-23,12.62,330.7,0.71,12.78,Delhi
9353,2023-01-23,29.94,286.2,0.84,28.63,Kolkata
2909,2023-05-16,21.47,143.5,1.03,21.38,Bangalore
2963,2023-09-05,28.06,257.7,0.45,26.15,Mumbai
6153,2023-10-28,15.89,99.0,0.94,16.18,Kolkata
1966,2023-04-07,22.76,294.2,0.79,22.06,Kolkata
1889,2023-02-02,16.49,93.6,1.61,18.06,Mumbai
4061,2023-05-15,13.21,336.2,1.42,14.73,Kolkata
7461,2023-09-12,17.98,119.9,1.76,19.7,Kolkata
7166,2023-10-05,15.68,296.2,1.37,16.85,Bangalore
7967,2023-05-13,29.51,108.1,0.33,27.22,Chennai
9101,2023-08-26,17.4,230.3,1.06,17.78,Delhi
8379,2023-01-15,25.28,208.3,1.51,25.77,Delhi
8280,2023-10-04,21.67,390.4,1.7,22.9,Mumbai
2067,2023-05-06,16.99,338.5,0.44,16.17,Bangalore
5223,2023-12-11,16.85,471.7,0.52,16.21,Delhi
5607,2023-01-17,13.55,464.9,1.74,15.68,Mumbai
4985,2023-11-08,7.67,376.2,1.02,8.94,Mumbai
4179,2023-02-19,24.04,396.8,0.96,23.56,Mumbai
5538,2023-05-15,27.95,331.2,1.04,27.24,Delhi
3362,2023-04-28,10.45,361.2,0.43,10.26,Chennai
3224,2023-11-02,28.14,327.8,1.29,27.91,Mumbai
7371,2023-03-01,10.81,190.3,1.64,13.01,Kolkata
2726,2023-05-05,18.25,207.8,1.69,19.8,Chennai
6791,2023-04-26,13.59,308.6,0.16,12.55,Chennai
9073,2023-06-22,7.86,374.1,1.46,9.99,Kolkata
9458,2023-07-06,6.32,232.8,0.27,6.23,Delhi
8013,2023-03-29,14.13,114.2,1.94,16.6,Delhi
1837,2023-07-22,6.18,256.7,1.02,7.6,Bangalore
5584,2023-12-27,7.61,483.4,1.57,9.99,Delhi
1686,2023-11-07,8.56,146.3,1.28,10.26,Bangalore
1356,2023-11-16,5.05,342.1,1.91,8.36,Mumbai
5647,2023-07-01,8.83,492.1,1.95,11.85,Delhi
5418,2023-12-18,19.43,219.3,0.63,18.75,Delhi
7642,2023-06-17,25.49,449.5,1.02,24.98,Kolkata
4391,2023-06-30,9.84,438.8,1.06,10.98,Mumbai
5357,2023-10-27,7.02,202.6,0.44,7.2,Bangalore
5879,2023-05-10,23.24,94.3,1.82,24.56,Mumbai
6319,2023-05-29,5.2,130.3,0.76,6.2,Chennai
3739,2023-11-02,23.35,214.6,0.27,21.56,Kolkata
5784,2023-07-28,8.28,481.6,0.39,8.23,Chennai
1877,2023-04-21,10.71,173.5,1.08,11.8,Bangalore
3870,2023-05-17,8.0,467.1,1.78,10.76,Delhi
1292,2023-12-21,11.18,131.6,1.29,12.64,Delhi
9728,2023-07-30,24.95,486.4,0.51,23.48,Delhi
3686,2023-05-26,8.31,182.1,0.66,8.8,Bangalore
1233,2023-03-25,29.85,334.9,1.95,30.76,Chennai
3374,2023-01-30,13.18,81.4,0.2,12.26,Bangalore
3272,2023-03-06,28.05,184.8,1.99,29.22,Bangalore
1966,2023-01-24,9.75,144.8,1.82,12.42,Chennai
1889,2023-07-30,9.7,51.5,1.39,11.51,Delhi
4863,2023-08-10,19.13,120.5,1.89,21.0,Kolkata
7154,2023-03-31,6.27,316.9,0.39,6.42,Bangalore
4400,2023-04-16,25.03,225.5,1.89,26.31,Bangalore
9226,2023-06-21,15.99,375.2,0.5,15.39,Chennai
5542,2023-08-18,22.48,352.0,1.14,22.51,Kolkata
4523,2023-03-18,9.37,409.7,1.03,10.49,Bangalore
2763,2023-03-09,21.06,440.2,1.07,21.09,Mumbai
4291,2023-12-31,19.85,418.9,0.61,19.08,Kolkata
3488,2023-12-19,23.89,251.6,1.58,24.66,Bangalore
2558,2023-04-02,12.44,188.9,1.51,14.22,Kolkata
5690,2023-03-29,28.33,276.0,1.91,29.32,Mumbai
7121,2023-02-19,29.03,290.8,1.06,28.25,Mumbai
3276,2023-04-13,26.7,190.9,1.14,26.31,Kolkata
5439,2023-02-15,19.3,293.0,1.82,21.01,Delhi
2103,2023-06-28,15.51,97.6,1.85,17.66,Kolkata
8520,2023-09-24,6.45,154.0,1.33,8.46,Chennai
6409,2023-09-25,28.68,385.7,1.66,29.13,Delhi
8869,2023-11-16,28.79,132.3,1.06,28.03,Mumbai
3956,2023-01-08,5.47,112.6,0.84,6.6,Delhi
8710,2023-09-22,13.92,179.3,1.74,16.01,Mumbai
7017,2023-03-19,27.0,217.0,1.58,27.46,Mumbai
4384,2023-08-28,7.02,197.8,0.56,7.44,Mumbai
1028,2023-09-15,9.91,218.6,0.19,9.3,Chennai
9897,2023-07-15,29.47,113.0,1.17,28.86,Chennai
8756,2023-11-26,26.18,124.4,1.7,26.96,Bangalore
7948,2023-05-11,27.8,156.1,0.57,26.16,Chennai
6755,2023-12-09,8.55,230.9,1.56,10.82,Mumbai
4602,2023-09-18,10.28,201.2,0.89,11.03,Kolkata
6062,2023-08-30,20.14,406.1,0.74,19.61,Delhi
9071,2023-06-20,17.54,286.5,0.43,16.65,Kolkata
8244,2023-05-27,12.46,309.1,1.88,14.97,Mumbai
7372,2023-09-27,27.1,302.3,0.53,25.45,Kolkata
8105,2023-05-29,27.53,229.4,0.63,26.04,Delhi
4581,2023-10-26,12.29,491.2,0.73,12.52,Bangalore
3762,2023-01-28,8.89,66.8,0.64,9.28,Bangalore
1572,2023-05-29,8.73,147.1,0.41,8.68,Chennai
8705,2023-10-07,17.11,178.1,0.77,16.94,Kolkata
1614,2023-07-01,8.32,446.6,1.0,9.49,Chennai
5050,2023-06-15,16.83,463.5,1.15,17.45,Chennai
1325,2023-01-17,16.55,430.7,0.4,15.7,Kolkata
4740,2023-05-30,27.1,237.6,1.58,27.55,Kolkata
1358,2023-12-05,12.41,461.6,0.69,12.55,Delhi
4777,2023-02-14,19.02,94.3,1.84,20.8,Kolkata
6906,2023-11-26,23.59,343.6,0.73,22.69,Kolkata
2721,2023-07-08,19.9,471.8,1.74,21.39,Chennai
2349,2023-05-19,28.85,389.7,0.77,27.51,Bangalore
4696,2023-03-02,20.06,175.0,1.06,20.17,Mumbai
4896,2023-10-21,27.55,372.9,0.81,26.42,Bangalore
5260,2023-11-18,11.13,182.6,0.84,11.7,Kolkata
7941,2023-02-02,19.02,100.2,1.28,19.68,Mumbai
4808,2023-10-26,18.58,372.7,1.42,19.56,Kolkata
6246,2023-04-22,29.74,130.7,1.75,30.27,Delhi
9384,2023-10-18,10.11,100.0,1.18,11.46,Kolkata
4845,2023-02-06,8.52,298.3,0.51,8.69,Mumbai
3577,2023-04-10,20.29,329.3,1.98,22.22,Delhi
1091,2023-01-23,10.59,73.0,1.4,12.33,Mumbai
5234,2023-08-06,20.98,52.0,0.81,20.5,Delhi
9672,2023-03-30,29.31,446.9,1.94,30.26,Chennai
7592,2023-07-28,28.66,101.9,1.92,29.63,Mumbai
9128,2023-09-28,10.78,312.8,0.25,10.2,Chennai
2075,2023-08-25,9.27,479.1,0.14,8.62,Chennai
3513,2023-07-28,19.02,280.4,0.18,17.48,Kolkata
9168,2023-10-05,19.67,112.9,1.4,20.5,Bangalore
7861,2023-07-25,21.56,227.1,1.45,22.3,Delhi
9990,2023-03-19,23.54,330.8,1.48,24.15,Mumbai
1604,2023-11-24,20.02,393.3,1.3,20.62,Chennai
3979,2023-04-08,7.79,323.1,0.64,8.29,Kolkata
8140,2023-12-12,24.75,65.4,0.42,23.12,Mumbai
8065,2023-12-31,6.99,114.4,1.86,10.01,Kolkata
5916,2023-12-16,5.5,217.3,1.83,8.61,Mumbai
7800,2023-12-02,24.24,367.6,0.56,22.94,Kolkata
1597,2023-04-04,18.71,312.9,0.42,17.68,Kolkata
8320,2023-03-21,22.46,70.1,0.81,21.83,Bangalore
9705,2023-02-07,14.57,408.6,0.19,13.49,Chennai
6622,2023-08-16,5.28,322.3,0.41,5.57,Delhi
2877,2023-05-14,13.28,449.2,0.82,13.59,Delhi
2699,2023-07-15,20.2,237.9,0.55,19.28,Mumbai
6780,2023-10-09,10.64,270.6,1.5,12.58,Mumbai
1716,2023-04-11,22.2,232.5,1.82,23.62,Bangalore
5086,2023-03-16,24.86,375.1,1.83,26.03,Mumbai
1665,2023-10-21,16.36,388.5,1.25,17.22,Delhi
8846,2023-07-27,26.89,375.5,1.44,27.08,Chennai
7611,2023-03-24,26.37,181.2,1.04,25.81,Bangalore
2079,2023-05-23,26.95,336.2,0.38,25.02,Mumbai
9419,2023-02-25,21.53,202.3,1.31,22.0,Bangalore
9340,2023-12-27,12.62,425.4,0.76,12.88,Bangalore
2069,2023-10-14,17.03,74.8,0.11,15.55,Bangalore
6263,2023-07-30,22.76,67.0,1.19,22.86,Mumbai
8951,2023-06-28,10.26,95.8,0.48,10.19,Kolkata
2363,2023-02-27,23.47,141.1,1.78,24.68,Mumbai
5508,2023-03-14,18.7,66.9,1.87,20.57,Mumbai
2755,2023-08-03,7.4,82.2,0.41,7.48,Mumbai
1519,2023-09-23,18.93,187.7,0.16,17.36,Mumbai
6463,2023-03-14,6.67,94.9,0.11,6.22,Mumbai
8233,2023-09-28,5.36,410.9,1.83,8.48,Bangalore
2102,2023-12-20,27.24,74.2,0.39,25.3,Bangalore
1597,2023-08-22,17.25,458.6,0.93,17.39,Mumbai
4273,2023-11-15,18.58,441.9,0.21,17.14,Chennai
6781,2023-01-19,12.0,143.8,0.81,12.42,Chennai
7256,2023-04-23,18.57,82.2,1.59,19.89,Kolkata
8258,2023-03-04,9.22,97.5,0.87,10.04,Chennai
9780,2023-07-03,23.64,301.6,1.57,24.42,Delhi
7554,2023-10-04,25.58,320.4,1.41,25.84,Delhi
9002,2023-06-11,26.4,192.0,1.08,25.92,Chennai
5846,2023-08-31,7.67,183.6,1.5,9.9,Mumbai
5798,2023-05-25,18.94,289.2,1.77,20.59,Chennai
7605,2023-05-26,25.22,187.5,1.61,25.92,Delhi
3986,2023-03-22,8.21,470.4,1.41,10.21,Chennai
1400,2023-11-18,7.49,222.2,1.43,9.6,Bangalore
3855,2023-11-17,25.42,148.9,0.41,23.7,Kolkata
4412,2023-02-12,24.92,115.7,1.91,26.25,Bangalore
1056,2023-11-09,16.22,334.3,0.49,15.58,Bangalore
9022,2023-10-20,7.74,197.0,0.76,8.49,Kolkata
2875,2023-06-25,17.9,135.0,1.08,18.27,Mumbai
5543,2023-03-10,14.87,174.1,0.34,14.06,Kolkata
5298,2023-02-25,17.96,188.5,1.23,18.62,Mumbai
4768,2023-04-29,16.0,331.6,0.45,15.3,Delhi
6752,2023-07-23,19.21,128.6,1.85,20.99,Chennai
5833,2023-02-24,23.18,379.8,1.79,24.44,Delhi
2353,2023-02-07,24.37,187.2,1.13,24.19,Delhi
5987,2023-08-31,21.22,269.7,0.95,21.0,Delhi
7597,2023-07-20,9.97,344.7,0.29,9.55,Chennai
5311,2023-08-24,14.93,294.6,1.66,16.76,Mumbai
3934,2023-01-15,6.78,348.0,0.82,7.74,Kolkata
1022,2023-05-24,16.29,195.2,0.57,15.8,Mumbai
2209,2023-03-18,29.26,483.6,1.99,30.31,Mumbai
9940,2023-11-05,21.04,256.5,1.37,21.68,Bangalore
1804,2023-09-20,8.87,194.9,0.24,8.46,Chennai
9325,2023-07-04,11.71,183.4,1.62,13.78,Mumbai
5416,2023-02-24,6.61,69.2,1.53,9.01,Mumbai
9625,2023-11-04,9.56,358.2,0.86,10.32,Delhi
6141,2023-01-04,17.2,168.1,0.34,16.16,Bangalore
5968,2023-10-26,13.62,481.5,1.05,14.36,Kolkata
4671,2023-02-09,10.1,144.7,1.55,12.19,Bangalore
8292,2023-08-18,8.66,288.3,0.24,8.27,Delhi
8001,2023-10-13,21.4,381.0,0.41,20.08,Delhi
3098,2023-05-18,18.95,441.6,1.28,19.61,Delhi
9444,2023-04-13,26.07,120.4,1.16,25.78,Chennai
6061,2023-01-07,9.58,493.4,1.82,12.26,Delhi
4264,2023-06-13,26.2,458.0,1.65,26.88,Mumbai
6435,2023-12-31,19.45,483.3,1.85,21.2,Chennai
9493,2023-10-03,11.66,433.7,0.99,12.47,Delhi
7691,2023-02-18,11.84,445.0,1.6,13.86,Chennai
3763,2023-04-06,14.76,319.5,0.19,13.66,Mumbai
5005,2023-02-28,16.5,430.4,0.66,16.17,Delhi
4241,2023-08-19,7.06,290.3,1.32,8.99,Delhi
4057,2023-06-26,26.05,292.2,1.55,26.54,Mumbai
1550,2023-03-31,8.04,303.2,1.18,9.6,Delhi
6574,2023-10-09,17.09,498.3,1.01,17.4,Mumbai
6411,2023-02-05,14.57,97.0,0.54,14.19,Delhi
2587,2023-06-20,17.81,412.5,0.43,16.89,Delhi
6920,2023-05-06,27.19,173.0,1.76,27.99,Bangalore
6260,2023-10-26,29.73,212.6,0.37,27.5,Chennai
5409,2023-12-21,5.51,86.2,0.93,6.82,Kolkata
6783,2023-07-23,14.83,208.2,1.79,16.93,Bangalore
1712,2023-10-16,25.44,495.8,0.38,23.66,Bangalore
6406,2023-12-22,13.17,228.7,0.34,12.53,Chennai
8990,2023-04-07,21.23,351.4,1.42,21.95,Bangalore
8420,2023-08-26,29.81,104.3,0.73,28.29,Mumbai
7843,2023-06-22,21.17,465.1,0.93,20.91,Bangalore
3433,2023-10-28,7.78,422.5,1.29,9.58,Kolkata
4301,2023-03-29,26.07,223.8,0.82,25.1,Mumbai
1270,2023-12-17,29.17,206.8,1.62,29.49,Chennai
2079,2023-01-17,22.81,244.5,1.94,24.41,Chennai
6322,2023-05-20,15.48,230.6,1.87,17.67,Chennai
9795,2023-09-11,28.71,166.1,1.14,28.12,Mumbai
6257,2023-10-05,29.21,495.9,0.77,27.83,Chennai
8982,2023-05-31,28.38,414.7,0.92,27.38,Chennai
7214,2023-12-12,15.3,170.6,0.73,15.23,Kolkata
6006,2023-11-30,24.74,491.8,0.94,24.15,Delhi
4985,2023-05-20,21.35,57.0,0.12,19.46,Delhi
9791,2023-04-24,9.49,247.1,0.2,8.94,Delhi
9705,2023-03-09,18.39,306.3,1.57,19.69,Chennai
6991,2023-06-28,23.69,66.9,0.74,22.8,Mumbai
7227,2023-05-05,27.4,122.5,1.61,27.88,Chennai
8833,2023-11-09,26.56,166.2,1.01,25.92,Delhi
3886,2023-11-07,8.87,374.1,1.63,11.24,Kolkata
3653,2023-12-04,17.2,472.9,1.36,18.2,Chennai
5864,2023-12-29,16.96,331.0,0.48,16.22,Chennai
3514,2023-12-24,27.47,303.2,0.95,26.62,Chennai
4969,2023-08-21,5.05,291.5,1.44,7.42,Mumbai
4284,2023-05-27,23.47,207.8,0.73,22.58,Kolkata
8740,2023-04-21,20.47,422.5,0.47,19.36,Kolkata
5566,2023-12-29,28.04,293.3,1.13,27.5,Kolkata
3196,2023-12-24,16.42,153.5,0.62,16.02,Kolkata
1789,2023-08-26,21.44,111.6,1.23,21.76,Delhi
4475,2023-01-03,29.32,493.5,0.62,27.63,Chennai
2309,2023-07-30,23.6,57.9,1.82,24.88,Kolkata
1864,2023-01-25,6.68,470.0,0.75,7.51,Bangalore
6389,2023-11-27,9.19,148.2,1.82,11.91,Bangalore
4363,2023-07-03,25.54,345.9,0.63,24.25,Delhi
9215,2023-03-02,13.37,185.7,1.25,14.53,Bangalore
4003,2023-05-03,22.65,436.9,0.35,21.08,Bangalore
9502,2023-02-24,22.5,294.6,1.58,23.41,Bangalore
2231,2023-06-12,29.84,113.5,0.48,27.82,Delhi
8959,2023-07-06,16.75,171.4,1.74,18.56,Chennai
3711,2023-02-08,23.45,194.1,0.96,23.02,Delhi
7581,2023-07-04,6.22,448.7,0.28,6.16,Mumbai
8705,2023-03-24,16.56,395.0,0.79,16.48,Mumbai
1421,2023-07-14,9.67,423.3,1.58,11.86,Bangalore
1946,2023-02-03,26.01,73.5,0.24,23.89,Bangalore
2834,2023-04-23,26.0,310.5,1.29,25.98,Chennai
2564,2023-08-18,10.91,499.6,1.06,11.94,Bangalore
8332,2023-10-10,12.96,403.3,0.69,13.04,Mumbai
5944,2023-10-14,22.56,104.3,1.54,23.38,Bangalore
2308,2023-06-04,23.46,355.5,0.2,21.51,Chennai
3986,2023-06-14,21.44,385.4,1.05,21.4,Mumbai
1386,2023-07-01,29.92,281.4,1.06,29.05,Bangalore
7131,2023-08-27,26.72,85.4,0.26,24.57,Chennai
4258,2023-05-17,15.43,65.6,0.36,14.61,Chennai
7121,2023-12-05,13.17,472.0,0.88,13.61,Mumbai
5811,2023-09-23,19.92,165.9,1.12,20.17,Mumbai
7574,2023-07-06,25.44,220.5,0.2,23.3,Mumbai
7697,2023-02-09,16.88,407.9,0.12,15.43,Chennai
4933,2023-11-06,23.44,360.2,0.47,22.04,Mumbai
2439,2023-06-16,5.48,485.9,1.03,6.99,Mumbai
7169,2023-09-17,28.15,91.8,0.18,25.7,Chennai
5480,2023-05-23,24.35,368.1,1.49,24.9,Chennai
1055,2023-07-23,14.85,87.0,0.39,14.14,Mumbai
4324,2023-06-25,14.6,50.1,1.57,16.28,Mumbai
7777,2023-09-19,7.57,104.1,0.49,7.79,Mumbai
1105,2023-09-09,25.4,327.5,0.76,24.38,Chennai
4201,2023-11-25,24.22,354.3,1.01,23.82,Kolkata
1669,2023-07-19,20.76,247.3,0.76,20.2,Delhi
9934,2023-07-18,7.54,70.7,0.14,7.07,Bangalore
1966,2023-07-15,11.56,335.3,1.83,14.06,Delhi
1307,2023-11-10,16.47,88.6,0.64,16.1,Chennai
3138,2023-03-18,11.65,113.8,0.36,11.21,Kolkata
1109,2023-01-19,15.85,280.7,0.35,14.96,Chennai
4632,2023-03-03,10.65,203.2,1.95,13.49,Mumbai
7728,2023-11-23,13.74,259.1,0.33,13.03,Bangalore
6684,2023-10-08,21.31,335.8,0.76,20.7,Delhi
7499,2023-09-07,27.31,122.0,0.23,25.04,Chennai
2915,2023-08-15,14.63,451.9,1.5,16.17,Kolkata
1556,2023-05-07,22.3,301.8,1.23,22.53,Mumbai
8619,2023-02-27,8.37,59.9,1.11,9.75,Kolkata
1104,2023-07-23,18.52,332.8,1.73,20.13,Bangalore
3047,2023-08-31,28.04,258.4,1.19,27.62,Kolkata
1145,2023-11-28,5.7,365.7,1.92,8.97,Kolkata
1873,2023-11-22,11.69,402.8,1.28,13.08,Mumbai
1298,2023-09-09,8.31,472.5,0.77,9.02,Kolkata
4238,2023-11-18,18.33,499.3,0.17,16.84,Mumbai
9837,2023-07-18,21.99,297.3,1.48,22.75,Bangalore
7382,2023-12-09,6.44,302.7,0.81,7.42,Chennai
3511,2023-08-28,6.76,60.1,1.24,8.56,Mumbai
7596,2023-05-19,26.74,439.3,1.77,27.61,Chennai
1783,2023-05-02,16.41,62.9,0.11,14.99,Delhi
5992,2023-02-18,16.57,334.7,1.54,17.99,Kolkata
1370,2023-10-31,28.61,94.4,0.93,27.61,Chennai
1486,2023-04-25,13.01,178.6,0.34,12.39,Kolkata
8378,2023-12-09,27.43,113.1,1.21,27.11,Mumbai
4196,2023-09-08,29.36,111.8,1.11,28.64,Kolkata
5287,2023-01-07,11.04,83.6,1.7,13.34,Bangalore
3261,2023-08-07,17.85,193.0,1.09,18.24,Chennai
9572,2023-03-18,18.36,240.6,1.67,19.86,Kolkata
1238,2023-06-28,26.65,259.0,1.13,26.24,Chennai
7843,2023-05-25,12.6,247.9,0.95,13.24,Chennai
2105,2023-06-03,24.95,285.7,0.81,24.08,Bangalore
2386,2023-05-01,29.28,436.9,0.43,27.21,Mumbai
2667,2023-05-04,26.01,334.3,1.21,25.83,Kolkata
3691,2023-05-30,27.73,57.8,1.13,27.22,Delhi
8756,2023-09-25,22.71,127.8,1.95,24.34,Chennai
2996,2023-11-23,27.6,207.0,0.88,26.6,Mumbai
2425,2023-01-01,9.12,477.1,0.9,10.01,Delhi
9023,2023-06-10,22.81,85.1,0.41,21.35,Chennai
7849,2023-09-01,23.3,369.6,1.24,23.45,Delhi
4247,2023-09-08,15.98,64.9,1.71,17.8,Kolkata
3592,2023-03-05,6.99,213.1,0.57,7.43,Kolkata
2490,2023-10-26,20.56,396.6,0.12,18.74,Chennai
2224,2023-09-05,6.3,204.8,1.41,8.49,Chennai
3587,2023-10-24,14.56,243.6,0.16,13.42,Kolkata
8714,2023-04-25,14.84,457.4,0.88,15.12,Mumbai
4064,2023-10-22,29.97,79.8,1.26,29.49,Delhi
8804,2023-01-01,12.5,287.4,0.83,12.91,Chennai
1832,2023-02-10,25.51,214.8,0.6,24.16,Chennai
3440,2023-06-22,6.33,483.7,1.62,8.94,Bangalore
5795,2023-03-29,18.24,407.2,0.67,17.76,Delhi
2646,2023-04-08,18.42,104.9,0.44,17.46,Kolkata
1440,2023-03-29,20.72,467.3,0.84,20.33,Chennai
6956,2023-09-08,25.25,145.0,0.35,23.42,Chennai
3367,2023-12-01,24.05,88.2,1.41,24.46,Kolkata
7696,2023-05-21,24.03,293.7,1.45,24.53,Delhi
6190,2023-03-12,15.81,381.5,0.13,14.49,Mumbai
5663,2023-05-17,23.19,372.2,1.42,23.71,Kolkata
8062,2023-04-09,17.28,290.3,0.67,16.89,Mumbai
5331,2023-05-31,6.67,271.7,1.35,8.7,Chennai
4034,2023-06-24,27.25,486.3,1.44,27.4,Mumbai
4262,2023-06-16,27.25,419.3,0.63,25.79,Mumbai
3107,2023-12-09,13.07,364.4,0.45,12.66,Kolkata
8036,2023-09-14,27.85,137.8,1.67,28.4,Chennai
5320,2023-08-12,23.95,418.9,1.5,24.56,Delhi
6938,2023-11-26,15.02,387.4,1.69,16.9,Bangalore
3747,2023-03-06,13.29,496.4,0.93,13.82,Mumbai
5677,2023-03-10,29.38,109.8,0.97,28.38,Chennai
8972,2023-03-08,22.82,371.9,0.75,22.04,Bangalore
5264,2023-02-19,14.47,490.6,1.05,15.12,Delhi
4133,2023-11-10,21.05,258.2,1.33,21.6,Bangalore
2465,2023-11-05,19.29,380.0,1.65,20.66,Delhi
5109,2023-04-01,18.11,488.9,0.45,17.2,Bangalore
3211,2023-04-25,21.12,296.4,0.87,20.75,Delhi
6539,2023-02-26,18.44,364.6,0.98,18.56,Mumbai
2689,2023-12-08,21.37,59.0,1.03,21.29,Bangalore
8727,2023-01-18,27.69,283.8,1.13,27.18,Delhi
8764,2023-09-29,29.83,165.1,1.62,30.09,Chennai
5541,2023-05-10,22.73,109.1,1.78,24.02,Kolkata
4541,2023-09-26,28.2,368.9,0.4,26.18,Bangalore
1818,2023-03-21,26.46,67.6,1.45,26.71,Bangalore
5521,2023-10-26,12.38,457.2,1.01,13.16,Bangalore
2124,2023-11-06,28.32,283.0,0.89,27.27,Bangalore
6660,2023-07-21,6.77,341.7,0.32,6.73,Kolkata
6641,2023-08-13,13.25,164.0,0.22,12.36,Bangalore
2129,2023-06-08,21.0,132.0,1.96,22.82,Mumbai
2702,2023-07-23,18.17,159.7,1.32,18.99,Mumbai
3001,2023-05-17,18.56,154.5,0.96,18.62,Chennai
7912,2023-03-14,24.87,439.0,1.55,25.48,Kolkata
4878,2023-02-17,9.87,404.3,0.27,9.42,Chennai
8232,2023-01-18,29.55,433.7,1.25,29.1,Mumbai
7331,2023-09-24,15.94,380.7,1.36,17.07,Bangalore
7035,2023-12-06,28.75,339.6,0.96,27.8,Bangalore
7523,2023-01-19,14.58,287.5,0.58,14.28,Delhi
9111,2023-04-10,20.04,169.5,1.91,21.86,Kolkata
9736,2023-04-26,16.26,367.4,0.67,15.97,Delhi
3401,2023-12-12,21.9,111.5,0.34,20.39,Kolkata
9974,2023-03-15,9.59,280.0,1.3,11.23,Kolkata
